	OTU100-unweighted_unifrac-PC1	OTU100-weighted_unifrac-PC1	OTU100-bray_curtis-PC1	OTU100-jaccard-PC1	OTU100-faith_pd-PC1	OTU100-observed_otus-PC1
udca.trial.1UH5CLXQM37GO	-0.030593072084332765	0.2963537997140292	0.26343840185870115	0.04568430713599814	9.4222974995	65.0
udca.trial.1UMFRQ9CW68F	0.03702663490505687	0.0710060568430499	0.006578035636253038	-0.036377441350881695	12.150005766500001	78.0
udca.trial.1UTR7QMCFBZ5G	0.2326294646764657	0.07377962829104907	0.09256410364970682	0.05253386201304976	15.6128764625	124.0
udca.trial.1V1RICDV2LX1H	0.18831562043945266	0.053026819427830475	0.18255641461569908	0.07593655343279511	16.8135894425	141.0
udca.trial.1W0JRCFV8K7KT	0.09325284481028596	0.21980023192455517	0.2187100021486863	0.08240844932429617	10.3699310965	69.0
udca.trial.1W5SZD7GAZMHM	-0.1414417928314805	-0.007384134183588286	-0.09234798673052297	0.03484592116667967	8.9424274265	54.0
udca.trial.1WDT9YYYY9KDN	-0.12315669353088789	0.1451214402552545	0.02932202064857065	-0.020786184203195404	9.2226368565	60.0
udca.trial.1WJXJRW2EO3PH	-0.041951673869764304	0.01721222610439997	-0.037440656929395834	-0.06764152585320925	12.4830448525	91.0
udca.trial.1WJZ2MTC0F7G5	0.06653208596296421	0.14439858256950172	0.28467124795600873	0.06919310451227981	12.151634079500004	91.0
udca.trial.1WQAE77FBXY32	0.11240994522660086	0.08383987110422744	0.1697868493374478	0.0778190391642329	13.772672523499999	124.0
udca.trial.1X2GAF6R6SVF4	0.187337717896849	-0.09466526819503678	0.13166955894843302	0.08458807331781575	15.748033499499998	128.0
udca.trial.1X2HTA40SJZ5S	-0.14491682620822824	-0.059742741010309575	-0.08022612639876878	-0.034142272205583926	10.3401588685	76.0
udca.trial.1XNZ0SPNN1T5M	0.07093898438807295	0.2973485252767047	0.23802875455820946	0.06777214563574468	12.7105117065	82.0
udca.trial.1XQH68HB4MP37	0.00359462405102898	-0.010110125959200418	0.09465608604152251	0.030616616968134207	12.469605457499998	99.0
udca.trial.1XT9ROEIB8BT3	0.2113660870918883	0.16144725174854657	0.10785434991883133	0.06045438534809746	14.219640839499998	97.0
udca.trial.1Y98U10A013UH	-0.2035161554125269	-0.12194445246369345	-0.053587737663904636	-0.10868913839392781	8.6326585025	41.0
udca.trial.1YUIN9AWD0EJC	-0.06908523733735641	0.35262901639813804	0.1591218640114285	0.0005823983966400034	9.4786181815	53.0
udca.trial.1Z2IXV2F0ACFD	0.17668296676240172	-0.07272537413868084	-0.001785007655261906	0.11465451435045933	15.2904707795	120.0
udca.trial.20377NYUD41IW	0.22584747664048707	0.11591338009485128	0.2257969589475513	0.04990204410542793	14.264720219500001	89.0
udca.trial.206LXQT9UF5M6	-0.17728361952869032	0.14234243400516994	-0.055057230380750354	-0.10646725338774728	10.657402643500001	81.0
udca.trial.20HBS2NGGSIQR	0.11798173609661326	-0.11187931199902548	-0.004200501903264564	0.02254829190753251	12.3750169225	95.0
udca.trial.21LERYEBAXBXK	-0.16170280131877196	-0.17936077616126853	-0.21175313992702613	-0.07853766279961825	9.5635060785	52.0
udca.trial.21TF2K5TY79TL	-0.06120603288551818	0.2805764252429035	0.012322197008296606	0.018409991043495912	9.7963569385	61.0
udca.trial.21YMRQ05EVKZQ	0.22147956682027004	-0.07370509277093713	-0.049870472812111884	0.06790500381815735	18.2210216575	145.0
udca.trial.21YOAKXF0MOQE	-0.09143188734379114	-0.11942554884940948	-0.19346648310319892	-0.10009589479980052	12.230133560499999	89.0
udca.trial.229E4WRLN01UZ	0.09395015384229898	0.21203251676543347	0.01571397543129037	-0.054030588208675706	14.460162481500001	111.0
udca.trial.22MQDHS0644G	-0.13831220594701915	0.24474729133665307	-0.0011940856118124372	-0.10229351764685712	10.1871828665	58.0
udca.trial.22U1TI4ZP9V6G	0.19539004822762193	-0.02503271451919654	0.07715541706635111	0.07771416940465467	13.647796523500002	106.0
udca.trial.22W0HOU9Y3F29	0.07066553288516339	-0.38151449167363266	-0.0968412646197907	0.025132827120011567	10.9356417545	79.0
udca.trial.232B194SFTG44	-0.22283160989676618	-0.16722480682128837	-0.21724562045344284	-0.10349415323134245	9.3971983695	62.0
udca.trial.24BLQAPYQMKH2	0.0743003069934189	0.20726850448577622	0.12231512360924816	0.10809622808407167	12.254619240500002	85.0
udca.trial.24EYXIN4M6KTO	0.17131301612693364	0.2267781548759247	0.20903190645337524	0.055924155616344035	13.1734401905	101.0
udca.trial.24V11L3FIHKCE	-0.1701807168812656	-0.20463353927091724	-0.2402502655683761	-0.08523906115674781	10.5461786325	78.0
udca.trial.25C3QC8Z24RUK	0.04814893536404007	-0.17844723486143832	0.03258737184726796	-0.008463205761169065	13.248783234500005	118.0
udca.trial.25KWFCB51FOU0	-0.0738307729969796	0.18195139866711732	0.025751961586191294	0.010442421329387047	8.618939382499999	45.0
udca.trial.25R2805I3LBWI	0.16801432990920692	0.1897070190323722	0.21627702628885226	0.07666971130959728	13.5446942875	113.0
udca.trial.25S4BJS0CONMM	0.09082695664469709	-0.010952890362052466	0.10488465709651747	0.0927967419717412	13.124624190499999	119.0
udca.trial.25Z0ZQZR5461V	-0.062190400929190745	-0.05870811393326249	-0.13933998648140625	-0.09613923641918469	13.8012835935	110.0
udca.trial.25Z2ILX0QV9SJ	-0.06378631561890766	0.09414327886180444	0.10494613340091428	0.00011696556353360344	10.346337548500001	70.0
udca.trial.268XB5LOZ9II3	0.08121823782437261	0.2411406229217703	0.3291500728294784	0.05139219607553036	11.8552294175	93.0
udca.trial.26DE4S2MPNYBH	0.10462189308597647	-0.2714059104022026	-0.17922194367298142	0.05583701477842285	12.921526863500002	94.0
udca.trial.26EU6O7RY5IIY	0.21853987389634402	-0.11067074042525867	0.05237705137264788	0.09076806576329462	15.2386421915	127.0
udca.trial.26UG1J4LFIG8L	-0.02105533034719238	0.28344061416714766	0.18874763665122415	-0.01244423229021918	9.747590114500001	46.0
udca.trial.277PK5NP57T1F	-0.04467560116716467	-0.14663678498431146	-0.18132989188783374	-0.03403793899365661	11.3303311205	80.0
udca.trial.27SZDDYBI73QA	0.026747237460446043	-0.1691824302535426	-0.13551317779449593	-0.055606320887675316	10.970566565499999	66.0
udca.trial.27VYE9D2LJ19	-0.1121460811589896	-0.035715559098539365	-0.13251308316231342	-0.033283954188304356	10.1346965805	60.0
udca.trial.2875GNK77MOOT	-0.055053757784781936	0.13092003978490596	-0.007935725567321951	0.024327225754796792	10.0481549895	66.0
udca.trial.289NM3BUP7KME	-0.19032269122143175	-0.0889408332098643	-0.20563697433504063	-0.11882398538689974	11.0880515815	74.0
udca.trial.28XMZ1P51AAJT	-0.1843149239220405	-0.1553335846425837	-0.19591170336795768	-0.10130972433561368	10.723626765499999	89.0
udca.trial.29TPOBOH855UL	0.22155257388545005	0.0020198225922692012	0.07035967448662782	0.06532649032462283	15.5375473555	106.0
udca.trial.29VT3ETWWJ3PR	-0.0065119223350694885	0.18838481766779908	0.12154461346547851	0.055108253041966294	10.1473158615	66.0
udca.trial.2AWB3GCX81B39	-0.2650201577762223	-0.27432939285414965	-0.3335570489783667	-0.09420460832439669	8.792480328500003	56.0
udca.trial.2BDRQK13R2R2S	-0.08526913514677646	0.2321399306867305	0.09592990208465674	0.003498999161530804	9.6163773175	61.0
udca.trial.2BTDLEXX8FOSF	0.22529947563958178	-0.03545006847216338	0.12617517303108639	0.07808392401948007	15.9455362545	141.0
udca.trial.2C798OE98UIYN	-0.051865314560037915	0.3346107304744462	0.03817000073776975	0.04459340093301603	9.8902319075	54.0
udca.trial.2CMNP9028OXDB	0.10582253120199347	0.2085270805250531	0.23773479788335777	0.07196258222150861	12.0507972395	83.0
udca.trial.2CXTSSDQA0CAZ	-0.014984908931478077	-0.06432725425562624	-0.11235836957727577	-0.05962772565785633	12.2680854085	90.0
udca.trial.2E4MCE7938KQC	-0.07950543234727375	-0.20568428270876488	-0.16684640277541757	-0.03721244519544892	12.5636837305	84.0
udca.trial.2ESLPCKJFBANR	0.040711638501123464	0.16115476872871706	0.1605087546421865	0.11480716209276647	11.9375627615	94.0
udca.trial.2EXWG89E3HTB8	-0.07467958758020196	-0.011012772246160601	0.02425021686528752	-0.04688681588458252	11.681117668499999	86.0
udca.trial.2EY5DDHO6RGCV	-0.26014773010817543	0.35452751451134007	-0.13289288216749706	-0.119859345642111	7.005139364500001	32.0
udca.trial.2F8NTF0UBMA6H	0.036144172231368635	-0.12678167436046697	-0.054591886223440446	0.026210623260414463	10.3036733085	73.0
udca.trial.2FIRJ3XSNA5XO	0.03835653329734972	-0.023949340461831132	0.15048074853230622	0.033480025507345634	9.195737533500001	49.0
udca.trial.2FM4QBUYIU6AA	-0.13036426044123794	0.13390766605623694	-0.17020079998573073	-0.07952141743706465	11.217349538499999	70.0
udca.trial.2G4OZU2WWQ1QL	0.20243986162454558	0.10716873001880498	0.11853479504209713	0.05227849814771027	14.9200754755	105.0
udca.trial.2GFEU5X3J3EV6	-0.16436872504491004	-0.16282065285278446	-0.06556191987619302	-0.03369677490771701	8.127597701500001	39.0
udca.trial.2H0ONE7PW2PK1	0.19939377074198134	-0.041380285001220304	0.10163337620715009	0.06536050001239761	13.1590009725	94.0
udca.trial.2H0Q694ZHTTAP	-0.128186590078813	0.2794114993023621	-0.0037679382140263637	-0.06289616911337849	9.0512212735	51.0
udca.trial.2HO3EKL1J71UQ	0.0879036928958197	0.23403471476315033	0.05588508313280146	0.09166253478585229	12.0482469525	76.0
udca.trial.2HTLJQKWOW3T6	0.0960135235828582	0.21081716101752734	0.21508352255029664	0.01743658084807162	12.2855794515	76.0
udca.trial.2I62NYTD2KHIL	-0.0706007301976723	-0.04401796039896757	-0.1383081999653423	-0.09795510922154195	12.8500350555	110.0
udca.trial.2IKZMRSMI9XTV	-0.15623850774991405	0.20276299068162992	0.13408216650336816	-0.09029545941754878	10.9035058795	77.0
udca.trial.2INJB2HJLLXI4	-0.028087562537571838	0.11699786240388171	0.027905754115718478	-0.05014397911793885	13.359506691499998	101.0
udca.trial.2IRCH73ZFJS7G	-0.018808418554943657	-0.04975362164727923	0.09148595007183347	0.004644742720373615	12.4511383475	111.0
udca.trial.2J11QU8XEKXCL	-0.05915239402245219	-0.24202346363657526	-0.2346716052273288	-0.0733172829748061	12.7134566425	82.0
udca.trial.2JAZ2VB76L0K	-0.18260595465398802	-0.38683779304930843	-0.1936237510776378	-0.0256874578234036	7.4288667815	37.0
udca.trial.2JQ4Q75ZLI2QS	-0.18140599689868256	-0.39537016527475577	-0.189816753342034	-0.10486936351254093	11.244210411500001	69.0
udca.trial.2K2AMF5BGD02U	0.17272199206525135	0.15766215908759937	0.25514856267617575	0.08004531964272395	12.656704288499999	94.0
udca.trial.2KK78FIRXSAF3	-0.006277208673098966	0.06331565716880803	0.022710615930542796	-0.02607113551164161	14.2961891565	107.0
udca.trial.2KS7J1AAL28B4	0.08905928431876811	0.04214683083326998	-0.03530679801868274	0.018646121231168548	14.0647304575	126.0
udca.trial.2KT43OD2KSGGT	0.09571258600020123	0.13398917685896833	0.195575733673177	0.05963732386437586	11.783928353499999	85.0
udca.trial.2KYDBP4NN7VDM	0.05846281150209316	-0.019780007084187732	-0.0031047360599774235	0.06049932507703425	11.5197286745	85.0
udca.trial.2L12VF7BMBAM6	0.09897221860854591	0.1586270409124537	0.21156571507393995	0.05368420220672238	13.7339192535	96.0
udca.trial.2LA6SFIM4FNYZ	0.17619928680636465	-0.18549799327694091	0.07165992228905758	0.0872819843738991	15.6298082255	134.0
udca.trial.2LOHMLKN9FMWV	0.07409855857222565	-0.11189574878307323	-0.049224861549814106	0.004512566660229517	14.3056188225	116.0
udca.trial.2LZNQ4YBAR1UJ	-0.06165323273151423	-0.08263936067995202	-0.001698643452699767	-0.033337140757838876	11.5459169985	78.0
udca.trial.2M49ANVEGPVNA	0.07154992679094248	0.18910931234383302	0.2660367549831078	0.05308658708882077	11.7435519785	85.0
udca.trial.2MIDV2K0KECV5	0.13688188116576733	0.21451170683965648	0.1086531342823523	0.01580183306731028	12.5394301155	70.0
udca.trial.2MYEGA31UY8N7	0.05732548145815764	-0.14032163704970602	-0.009407318529641547	0.04458298546863468	12.1784250565	95.0
udca.trial.2N0AH2XH1TN7E	-0.14873855925230503	-0.11330026843453193	-0.06208869015993996	0.039642450798694245	8.055132868500001	46.0
udca.trial.2N31JNXEMO66M	0.1664014123381604	-0.11683423027246292	-0.08794212981681429	0.0370903725754874	15.054013528499999	114.0
udca.trial.2NA9FVE9XX4Z8	-0.2052928621122562	-0.35409875426045817	-0.3256019719535777	-0.06749325190078614	10.3337493025	65.0
udca.trial.2O7QO6LHRIGQT	0.18180594093717492	0.18305391194324402	0.19773119787482218	0.11739877974594388	14.328205253500002	105.0
udca.trial.2ONCJ1IB8VEGG	-0.13535709591142409	-0.26719718498942524	-0.23726426796966643	-0.12414230874347976	10.8577394125	66.0
udca.trial.2OSLR29WBATD9	-0.07075960870126703	-0.03901987677067479	-0.11984396720534628	-0.06326405140708356	9.1801864045	39.0
udca.trial.2PP92497742AR	-0.1415720085097846	0.05581068313449736	0.021207919109344584	-0.0395182586557567	10.780289695499999	86.0
udca.trial.2Q2IKQSAWTF3L	-0.2405578167328726	-0.026025361119843656	-0.277107235290091	-0.09788587875464051	8.515950676500001	35.0
udca.trial.2QQJGK2UUN8RO	0.11532225775290578	0.08297401970882354	0.2252596316736402	0.08780703227107871	13.735374447499998	115.0
udca.trial.2R9QTPK8PF5X	0.028546065237171778	0.17494416405263155	0.12237632950785125	0.1068208334060594	12.8396915225	90.0
udca.trial.2RB9OMTUGIWL	-0.10628034899555536	-0.009383116081899642	-0.01386663858124712	-0.054471677136793586	9.8928594145	74.0
udca.trial.2RRVDUTS3XIZ9	0.10555142468827697	-0.06926672388691876	0.01968110096056043	0.04937967056115934	14.9721656415	126.0
udca.trial.2S9ZE5I92VCMH	-0.13282700266506944	-0.27023247357458585	-0.24290603826565418	-0.08647493627159362	9.4832572885	55.0
udca.trial.2T0RCJSQLJP9S	-0.22067332199311218	-0.1281728192845957	-0.34319855732683197	-0.10166583256700178	8.0737364635	46.0
udca.trial.2TBIPQK6TO651	0.014727569054956298	0.08678022692373066	0.15230342760915624	-0.007205251864599202	12.037864787500002	101.0
udca.trial.2TL8RDSPMI0V8	0.19250281653714335	-0.12163858667486871	0.08695739428499413	0.09675482804843782	17.458816839500006	165.0
udca.trial.2U2PEHGW5JGUR	0.1401565111198624	0.07254763956114763	0.19121883749419002	0.07944544512013152	12.7634247805	95.0
udca.trial.2U5GH2GTQDZTZ	-0.13066495190697244	0.25030294762550853	0.15223763972305454	0.031761584254290834	9.119095021499998	60.0
udca.trial.2UDGRO8CDNXQ0	0.2273392160578669	0.030518114433129004	0.09000683958947034	0.1027434415454657	14.895079156500001	106.0
udca.trial.2UVKRYWTCLRD8	0.10648792917459668	0.16643353253016863	0.20600988736110476	0.07867768116102801	12.9419976985	95.0
udca.trial.2W08DMNMVOY6R	-0.19387995302510194	-0.04160841428501083	-0.16428697151444058	-0.06126098298584337	8.261421158500001	44.0
udca.trial.2WFMU79FVJCLF	-0.20196760897495733	0.25780949494094807	-0.13710431298258127	-0.11186700741130191	9.7505747255	46.0
udca.trial.2WI4ZN13D48J0	0.10921781216135619	-0.18590478717354186	0.010849460010156289	0.12427435345010343	11.944800677500002	95.0
udca.trial.2WNN4T0YITAHG	0.2340585047808567	0.20419294896667	0.20357119636209026	0.05480678986911498	15.225235281499998	105.0
udca.trial.2YFPHN53P0TLO	0.0240754223793659	-0.006961525211357704	0.0016931366766009572	0.06182248295822008	11.5538712525	82.0
udca.trial.300DOIEYINW79	0.16758408872897382	0.17351356963993025	0.21520820244154756	0.12569005206813258	11.9059603065	94.0
udca.trial.302IMGHNSSXT3	-0.17841595985295441	0.11457967659967383	-0.0392452773297265	0.008729139928296265	10.049761390499999	61.0
udca.trial.305MWJ6JL3B42	-0.11616129891702644	0.045898893927717746	-0.012338322372445431	0.0009793161150432935	9.9708862055	66.0
udca.trial.30A9ZX0WCT8NH	-0.09723857096051551	0.3033722075741813	0.20000789050035334	0.034643163877813125	8.280107548499997	51.0
udca.trial.30OG36MS28TM0	0.24609330847597974	0.22515374893517132	0.12764477049975942	0.07988648732211495	14.6546937295	113.0
udca.trial.30R75RMPN3CL8	0.17782473977822194	-0.09019826762102212	0.04899721734475332	0.029466493951513153	14.507056486500002	110.0
udca.trial.3111YBBDVHLAS	0.09914532800462085	-0.080816746306004	-0.06047298663059927	0.01735966694603937	11.5495180375	74.0
udca.trial.316B6C2YXX07L	0.136072133918399	0.04567378653571291	0.10627258351729403	0.07004497007122489	14.980379094499998	125.0
udca.trial.31N6TBRIMG0EO	0.05477128479555007	0.14205872794541397	0.10918976101154551	0.014360449363905015	12.8305337945	87.0
udca.trial.31SG1CJ3OVFBH	0.20568056723751116	-0.038296735610787044	0.08169962271525558	0.055777963690841856	14.925329223499999	103.0
udca.trial.32CBBJLUF49JJ	-0.009360522245244791	-0.27669941658750546	-0.13916469714266072	-0.017876361721684362	12.870984393499999	101.0
