	OTU100-unweighted_unifrac-PC1	OTU100-weighted_unifrac-PC1	OTU100-bray_curtis-PC1	OTU100-jaccard-PC1	OTU100-faith_pd-PC1	OTU100-observed_otus-PC1
udca.trial.32ILV3WCWUALE	-0.06194623060901104	0.09122912024593469	-0.09602649832855961	-0.027955645477220646	11.7454511325	75.0
udca.trial.32NV34NXZ9PI7	0.057050799815729164	0.1586549409926898	0.06643593502877729	-0.00037077580734120355	10.0580642355	53.0
udca.trial.331QQE49ZOJOF	0.1814408079432324	0.19831328311381913	0.24584031639315995	0.09888368042562552	14.423804032499998	107.0
udca.trial.33RWK5HJ7NEYC	-0.10644099256478691	0.3114809924710062	0.25428055006994044	0.017215358776538618	10.2030740425	67.0
udca.trial.33XTFO3M6JEZ7	0.06786213231906436	0.1482361355405218	0.17372317254722225	0.05168986085224522	12.3585226755	87.0
udca.trial.3474QYPX66BMZ	-0.17484175915304986	-0.27819727759235424	-0.15669573405427575	-0.07419492996034058	9.3342738415	46.0
udca.trial.34DFAJ0FNWCOU	-0.22953364591885309	-0.21447829487050996	-0.2579778840617746	-0.09400847121232135	8.697622197500001	64.0
udca.trial.34M1PRP6LVRY9	0.05418855523224803	0.181544589826486	0.1401825967334658	-0.039452990965957835	13.3268196495	93.0
udca.trial.34QOT5JJDLPHO	-0.05111746383591441	0.3383758128692261	0.26921081539147335	0.04862263689719692	8.6324969735	51.0
udca.trial.34VY16B4G14EH	-0.11934676693493727	0.10869139014055018	0.09160507287865971	-0.08131388908200698	9.7725138835	60.0
udca.trial.34WK5T8CQQLRV	-0.01858577840930489	-0.07188491142110398	-0.17020973977307077	-0.06149947101812617	13.3169638495	94.0
udca.trial.34YP3RB20VNDP	-0.10752709852746005	-0.2782897305419733	-0.322936129058087	-0.05626154300448472	10.1781393255	73.0
udca.trial.35PVSI7RCQY3F	0.05466490823985581	0.1977250441624464	0.14695659542324832	-0.030062830424482836	11.9049093805	66.0
udca.trial.35R6T72JP3WV6	0.05470035129682096	-0.3051909223042315	-0.09157392557105261	0.0551622786777345	11.409781253499998	81.0
udca.trial.3658Q7WAQU8RF	-0.07910452041278604	0.10144204700083714	0.1672584536222008	0.0673682318842702	9.0218073375	62.0
udca.trial.36JETHI6G9TPY	0.13975217350753796	0.16422391052645627	0.10285195976449851	-0.009019616566965014	12.8532616425	88.0
udca.trial.36LWYX9TXUPNJ	-0.04651405647256155	-0.1043997694025374	-0.09689132954192078	-0.02710977909401569	12.2646734205	96.0
udca.trial.36O7EBD8JTKL	0.2187095396338551	0.01756585471909981	0.11817296743537982	0.1175768365724607	15.774969099499998	119.0
udca.trial.36TX9J1CL4NJK	-0.08735591711165057	0.17363937834500986	0.18166019443738682	0.011767076680155471	10.6455056155	77.0
udca.trial.37C19TPTK2H6S	0.23380457162140592	-0.0017747400234136724	0.09350531574471588	0.10461676072188517	14.4072343215	114.0
udca.trial.37Q7D3BP9I25B	0.010096562470406342	-0.023722658424345292	-0.18615635750300927	-0.07128418613772329	12.9616960315	102.0
udca.trial.385BDNRYKBPRO	-0.07764085415745219	0.2483123703198351	0.0020656060863204974	-0.11465943056234752	11.3891451025	74.0
udca.trial.397ICQOE7L4EA	-0.20349206264631464	-0.2986075999046775	-0.3609816630831731	-0.0966039950595374	10.4797280735	68.0
udca.trial.39A0I6G1P60BV	-0.20248307901287482	0.20505709785869272	-0.059052237548518426	-0.13232702913325284	9.9957997065	63.0
udca.trial.39C3X9LHDJY71	0.044483555259246424	0.2587844663716538	0.15445418106838738	0.06631860496354602	9.7998891205	62.0
udca.trial.39YAB4YVQ9H1L	0.14815785944782814	0.23923244754175677	0.26518541505936116	0.07761199847053692	12.057907348499999	80.0
udca.trial.3AM9O3C62C6Z0	0.012020328719645276	-0.032588926821482386	-0.07197490215088471	0.004468204869075037	12.655717389500001	105.0
udca.trial.3ANDAHVXX6MFS	-0.2458025001833421	-0.36089679282336223	-0.17907665368841666	-0.1278666678529125	9.4488714675	53.0
udca.trial.3B2BS5SGYN6HQ	-0.16594853369025062	0.02246468611573584	-0.00986272616225032	-0.10764394156521255	9.0456736675	57.0
udca.trial.3B4TXLK4G82FB	-0.07303454578975914	0.027516457201734366	-0.1397539079108104	-0.07602089782102428	12.294697913499999	82.0
udca.trial.3B52UQSEJHPGY	-0.1125190348861522	0.10618802581006087	0.015982579010383812	-0.07715257756372802	11.833090951500001	84.0
udca.trial.3B7L06K212LEJ	0.07272177795504249	0.030251956491424096	-0.08160779732235122	0.017185466791837564	11.8268661755	73.0
udca.trial.3BC6KPH571F7A	0.009125398487428077	-0.03478289498060596	0.028425916244018766	0.061902938631949525	13.179395420499999	101.0
udca.trial.3BSUTEUOE1W3E	-0.0778727143089786	0.2329719710759093	0.1889442255349438	0.030086584171210306	9.1711217325	72.0
udca.trial.3BZF24H1SU9RY	-0.060266394188102514	-0.2996506516933759	-0.26728218162773615	-0.003314525306085036	11.311899286500001	78.0
udca.trial.3CJL8Y7WAZ501	0.014411361571101622	-0.2122756293388032	-0.11403297611544447	0.009848753822602453	11.2834149325	83.0
udca.trial.3D3GJ5AN17Z83	-0.10407586571022456	0.11360607527693722	-0.09929914653906168	-0.02323773163235659	10.7558905885	78.0
udca.trial.3D9R2PL5IY09Y	0.17960382154822982	0.20270708278833693	0.18305975295021612	0.082237507310192	12.1158574365	88.0
udca.trial.3DJH4CTOBRV05	-0.17781490579712075	-0.21168638216044133	-0.22191874445993284	-0.049520653441712775	9.898539384500001	85.0
udca.trial.3EOAZRXWW6JJP	-0.03820499750001348	-0.0581166419340271	-0.041465729183990226	-0.001730964692724499	12.1993529235	97.0
udca.trial.3EOI02VVTRGM	-0.0653523255463335	0.11790955226489441	-0.06664228104809584	-0.013852004062582137	10.8093297205	83.0
udca.trial.3ERPPUSCDHNMZ	-0.23968429657856347	0.2276732991668245	-0.16235505199844963	-0.09715286655282317	6.409680800499999	29.0
udca.trial.3FCZJ32YQGYBU	-0.12638633938097568	0.13990478682224888	0.0507048022429721	-0.11308875729145292	11.5941710625	70.0
udca.trial.3FQHYUUCJFY6B	0.10728537030729929	0.14674401406988322	0.23656265490644848	0.07103591815225188	13.275028573499998	95.0
udca.trial.3FUB4ZGSDDSVN	0.1698950767557618	-0.0750305437873141	0.09746673413882832	0.10725330453224735	15.4611359675	142.0
udca.trial.3FYI9GLV6PW2C	-0.0527208178087674	0.10480087495724046	0.05813618322753915	-0.056713531971799014	11.7838878215	85.0
udca.trial.3G2BFL8B0NQRO	-0.16751053148609354	-0.28627107399143614	-0.33773344110673137	-0.09393817303228788	11.2824447725	95.0
udca.trial.3G5UWKIVXJ8UB	0.1807329200975815	0.1499678695079793	0.21316038373796886	0.029590665339661495	12.3781830155	75.0
udca.trial.3GGM9RAC5NPPK	0.11074922601779143	0.10462477878859487	0.1729927804718282	0.05605734199101811	12.748214020499999	94.0
udca.trial.3GXAIGNVCO6LO	0.041684380722506686	-7.532319397339542e-05	0.0010212561287942217	0.0670708549468494	11.3813047515	83.0
udca.trial.3I1BZHHGL1W1T	-0.1828817368930071	-0.07479120158458662	-0.06957513490982872	-0.10425152443360884	9.7125716355	62.0
udca.trial.3I382XBD4VJW	0.01909396529442654	-0.048252427153662146	0.04705411937861522	0.048705944278009006	10.9385410755	85.0
udca.trial.3IAEDMVHHF5NY	-0.10008684617057857	-0.17162819151081465	-0.042637467760056565	-0.03407616237239523	11.4076509665	98.0
udca.trial.3ILY57XL1KLMM	0.05590972736478218	0.04449458266639733	0.14716586209377305	0.05424606331495459	11.782946555499999	92.0
udca.trial.3JDDR42KGPJDZ	-0.13772989400821778	0.02125536121607603	-0.05233671837312729	-0.058288792603468635	9.5213346305	71.0
udca.trial.3JPZM8R69YB2R	0.05976751656910708	-0.0885803369703811	-0.029907059789997203	0.047492906828833455	11.9967114225	89.0
udca.trial.3JTECBLLR9F61	0.1359585844548672	0.2217274406893835	0.20763076614434955	0.09868623858590701	12.0950621245	76.0
udca.trial.3KUANX8XZEJ4	-0.11972196511017374	0.3131046536211821	0.06187955384011614	-0.05733468614538118	8.9705389075	38.0
udca.trial.3KUOQRF9ESLMY	-0.06962544210572441	0.12673220964860205	0.009321289877397606	-0.040743575861817705	10.3248333475	63.0
udca.trial.3KZABACCKRFFP	-0.1863014556760043	-0.19701136659571847	-0.2222403914121679	-0.08973551655269665	9.9626288545	76.0
udca.trial.3L7ALW3V81DBQ	-0.17406445747510094	0.15189335776580798	-0.16399305708788095	-0.10879865424437314	9.6986520365	66.0
udca.trial.3LCSR23QDQFA6	0.11725904611721903	0.2263180413261644	0.17991538291791595	0.08639874013397718	12.6549735745	95.0
udca.trial.3LFYJZPVRRWBT	0.10458209980513099	0.15360572229951902	0.15899301662575502	0.012188874233878535	14.0131510505	101.0
udca.trial.3LG5YA0W9AFMS	0.05314015965369658	0.20421925081327388	0.05744575137580943	0.003395502945809245	12.2675010285	84.0
udca.trial.3MBC2WXGGF2RV	-0.1746692736922995	0.2627747273047172	-0.05217272030568798	-0.10187053638345822	9.4247875475	61.0
udca.trial.3N080IDIS80UZ	-0.025464467787164696	0.1882693188821604	0.03962664292798122	-0.011738750609868674	11.3019834565	73.0
udca.trial.3N7D9BZJ1IUBZ	0.16259247061663826	0.08560680874704375	0.12490173532682404	0.08467616062954893	13.353834631500002	97.0
udca.trial.3NFDJXR1OSS80	-0.14520600858459853	-0.10724323344515733	-0.16924581592137528	-0.08583811595791102	11.8556750055	81.0
udca.trial.3NNMROQUFCD5O	0.025208754687789648	0.07827016231788697	0.15480525450027727	0.016619371869776377	12.952204386500002	115.0
udca.trial.3NOAF6LCBSY9Q	0.09818480195638764	-0.000564284906329835	-0.01720987290457519	0.03975340978802862	13.111577965499999	99.0
udca.trial.3O8WKX1GSBNUJ	-0.012833210356312892	0.1080333690182734	0.2311999326125658	0.05611200775770093	12.0078696675	89.0
udca.trial.3O9IPJYP3157X	0.06719129487028751	0.08331090798504676	0.162527443095143	-0.010720266764823778	12.8013220915	95.0
udca.trial.3OBEQCT49WJS4	0.06142585075781238	0.32700176449344576	0.2704285611392983	0.11314256474462306	11.953513416500002	80.0
udca.trial.3OKA2QQ5B5M36	0.02274737123490556	0.008260951885181127	0.0497414557673904	0.07157765605013082	11.2151449595	78.0
udca.trial.3OSBW7EXK6NPV	-0.004549291030783557	0.19554088612560094	0.07475970276960091	0.05894063614597354	11.057831211500002	82.0
udca.trial.3OUU1N6L1RJNG	0.11629552521669223	0.13716461441306824	0.040601826007417866	0.03456330138579547	12.5248880455	87.0
udca.trial.3P2STE0U3ADST	0.044998338555789906	0.1443774946307545	0.13653333085100733	-0.020999909680965066	11.9495028315	71.0
udca.trial.3P4XRC3JDFFEN	-0.16926413638383153	0.10034743083289592	0.016174027496296248	-0.046127421547648643	7.9570249615	48.0
udca.trial.3P5LETY19W0IP	0.16065151184047025	0.07951272495096035	0.18912936158835303	0.0747292081333132	15.909543044500001	130.0
udca.trial.3PCY1XV20PDAO	-0.20184622392074963	-0.14391153051948094	-0.3168195830956473	-0.09333177547177313	9.4945431925	55.0
udca.trial.3QJQLJOKTXLQ1	0.12671693817088975	0.0826406792196481	0.2041117196622444	0.1059403537356595	12.8383517155	108.0
udca.trial.3QM8QZG8BIHNM	0.061826332195820156	0.2008739557970029	0.17437249351298215	0.060253227306997684	12.2279956915	91.0
udca.trial.3RS8W6Z3SPQZK	0.07677620046490943	-0.32532647069094484	-0.06167823746004219	0.040234319051636706	10.814285856500002	72.0
udca.trial.3SCGLVN7WLPYB	-0.012606811496383565	-0.1423654013114964	-0.07503298553133413	0.001179633134549843	11.7282806765	80.0
udca.trial.3SG9S09NQJKNN	0.16129119816651694	-0.18240301558453131	-0.008748486188335085	0.07721246051506023	14.2068614655	116.0
udca.trial.3SKFDMHGY4K3O	-0.016429141161206643	0.26755454431111386	0.24584789479492059	0.029326225053606245	12.3836093855	82.0
udca.trial.3SLJ0118SYZKG	0.12264688360080493	-0.3438197200612301	-0.07019001823366139	0.07329395062735063	12.1960277395	91.0
udca.trial.3SUL9ORL9CF5	0.08490009507719337	0.19904971517522893	0.15761711620844968	0.011638071336525177	11.8718594855	78.0
udca.trial.3SX2RM3CD4FJ4	0.020297852009452177	-0.012662141847424958	0.07919398610662962	0.020156974641087046	12.042774574500001	97.0
udca.trial.3TB8UVP82K0HN	-0.17065281367457563	-0.07071804720336075	-0.1640886186296931	-0.06418158974791746	8.9810993775	55.0
udca.trial.3TGI2WGT4ZFEG	0.1156655057761809	0.2501378747141554	0.29881637393591387	0.0929273664973185	11.944822533499998	92.0
udca.trial.3U6DGNOINXJW2	-0.01760089665282782	0.06700064362084808	0.059282201736558196	-0.005153567542541416	10.0224083215	66.0
udca.trial.3UZWHMYXRGFIL	-0.23262676292301265	-0.40445736448551645	-0.31742541976865873	-0.07838580713638502	7.556824861500001	39.0
udca.trial.3V55PNQITVUFE	-0.049374642955516135	-0.1983850837819321	-0.12245368293056856	-0.0009901232251055168	11.3627199295	76.0
udca.trial.3VTFIM9CUZB54	0.017377579368401237	-0.3604612091538594	-0.15461220501337705	-0.018178012531309694	12.6265480145	80.0
udca.trial.3W4LM5N0WAQ2S	0.1610282827150036	0.2804802313767866	0.160791040709749	0.048519575475717204	12.4327185975	72.0
udca.trial.3W8ESA9GQ8KS4	-0.004200504742597542	-0.056962849789810144	0.13137315442858558	-0.005736964688465813	10.794473753499998	81.0
udca.trial.3WXVPZP5WJYNO	-0.10081943027646724	-0.07017427047279129	-0.06971058857744147	-0.08824490603812746	11.424678480499999	76.0
udca.trial.3XDHKULZDWWDB	-0.04464872794367671	0.2093267645288601	0.1802055766781032	0.0700712378880789	10.0829584635	70.0
udca.trial.3XF7BW2ZJGT7H	0.11726420555844068	-0.08924418053019145	-0.020934746708277885	-0.0029544273878688394	14.8068647395	122.0
udca.trial.3XJEGD82CSWE6	0.0903465219953337	0.012062728034093388	0.12056340859456083	-0.00788408183912375	14.3253311905	103.0
udca.trial.3XWMG4TWGR5GC	0.08049543382695348	0.00048031797840591284	0.014668784901007878	-0.016621575171769352	13.1140380955	97.0
udca.trial.3Y2AFJ31XNLA	0.007967908688638082	-0.0059277838130099535	-0.08756404251607594	-0.0035846314730993154	12.023813994500001	89.0
udca.trial.3Y4MQQLF413CD	0.18989057905853726	0.16613459160777738	0.1878479172147869	0.08877088339856568	14.7606112825	113.0
udca.trial.3Y4O9LIOPS731	0.0075267607506954905	-0.026585507252777935	-0.07656945674641442	-0.09984145273703388	13.5691588025	107.0
udca.trial.3YI56ICSX036U	0.022417696448393965	-0.04190312078085174	0.11384864331262169	0.06342170916147509	10.7087215305	67.0
udca.trial.3YUSKHYOBZYMA	0.09377551279082706	0.30849690596340784	0.14908826905438574	-0.020819568945525366	12.8628676595	75.0
udca.trial.3Z4IM5774TTCH	0.24616317715670444	-0.14182588779588784	0.05464557408823715	0.06758683249566516	14.538930037499998	135.0
udca.trial.3ZM86E3NR4WDN	0.06764264337200436	-0.019052038436527023	-0.02362546210438726	-0.025764835589551015	14.2850949275	108.0
udca.trial.3ZTBWCSEEOM3Z	0.09427461550815011	0.16744245117437853	0.1231987450072961	0.09693552385182772	13.3915372785	115.0
udca.trial.3ZWP3KPKA8MGL	0.1590197305124066	0.11851311413544188	0.13095143370477916	0.06491673947830592	13.483451598499999	105.0
udca.trial.4028RLMP1OS5P	0.13017521056894907	-0.005233000016048556	0.1006551861938545	0.07147231683415432	12.6763562725	105.0
udca.trial.41BHXSALQQSRZ	0.03017594301619493	0.28302583900801526	0.17329415314339636	0.005965010978652968	10.8083726465	64.0
udca.trial.41EAJ87SXCFHV	0.14242226453018003	-0.16013337306289277	-0.11324417312381271	0.019359039685693663	14.8790200505	113.0
udca.trial.41FCMRUB6FR7Z	0.0013207724986491931	-0.15397368385710977	-0.06391166149163499	-0.06164096447721012	13.6309574245	86.0
udca.trial.41GSONZGEXBFG	-0.21382227481661054	0.22239887573863082	-0.013844793034081452	-0.06709212927200532	8.152123942500001	49.0
udca.trial.41NCXDLTTPP40	-0.11837579801679989	-0.2867981306359311	-0.18154846395059046	-0.10688846052603444	13.3815857245	76.0
udca.trial.41QWECWEQL76N	-0.11530920374647723	-0.27496362575184435	-0.18297416335633548	-0.05206825402053008	10.9758783495	82.0
udca.trial.42FJET46Z4I84	0.16899439026973134	-0.1342360270628555	-0.1594591949924288	0.03498983384955783	15.0195416335	108.0
udca.trial.42IC091E5Q4Y0	0.24594744197742194	0.06732980040086925	0.16901219797732134	0.051223461971615154	18.0306861485	143.0
udca.trial.42KU5OT1NB0VL	-0.13384771574755377	0.11027016468988893	-0.10788744020561108	-0.06060959543296598	9.544688601499999	65.0
udca.trial.42QCAUSWT02U1	0.08971827178894541	0.08727062179951929	0.15195431719734676	0.059244241243488455	13.4496766445	106.0
udca.trial.43JKVTXS7I7O9	-0.0990811536169902	-0.10754874227199741	-0.07238669631596766	-0.0846648416723926	12.933251682500002	103.0
udca.trial.4509QUD8UVSJU	-0.012932709860490652	-0.11711208285061082	-0.08418705202968389	0.0024073180481128534	13.5296565155	97.0
udca.trial.45DS6M4MNUSEB	-0.12167972166486672	0.2977954134003909	0.1697262346226056	0.10724591045958094	8.6192632315	65.0
udca.trial.45UGFBI5UV9AF	-0.20362465851443382	-0.18025696678360584	-0.30675766592542675	-0.07830504795228778	9.5355469615	50.0
udca.trial.464YVD1BZQ341	-0.05317137607195064	0.15559747270186305	0.0232253814193159	-0.02854706153707073	12.903304374500005	74.0
udca.trial.46CZ5YSUN0102	-0.14502641248414863	-0.24401045292878706	-0.24179921141059435	-0.09317364961088177	10.6520959705	70.0
udca.trial.46KBT2PVDTDS1	0.18367528805488825	0.22044976679418443	0.24007694761210127	0.09630144917085065	13.2634659425	92.0
udca.trial.46L6UUVDRSI72	0.1414217423916695	-0.08949226293633838	-0.049588186500571986	0.05180812579373933	13.8637891175	104.0
udca.trial.46V369HBLXUNA	0.06978461184226548	-0.08573347390033652	0.009640244817294587	0.061874969468380746	11.6273160795	90.0
udca.trial.47101S3EKTUO5	-0.126705779273976	0.0804392362852415	0.010545128715480964	-0.07396487271912781	10.775863046500001	84.0
udca.trial.475UJG8RU2BIJ	0.06936019866188836	0.1851434533578216	0.21294041850471598	0.048567667855824954	12.8072972525	91.0
udca.trial.476I6Y39QIWML	-0.17111608019988261	-0.2687483727756953	-0.2657688867195812	-0.11024210081044729	11.6013016105	93.0
udca.trial.48ECU3JASUGS2	-0.06090077293341439	-0.12110920504775187	-0.015480362780016903	-0.0008147224351367216	12.8644001165	113.0
udca.trial.48V5TPCZFFBNJ	-0.09065566329595112	-0.1887563396985552	-0.18013627425643564	-0.06927381526244597	9.3858566135	59.0
udca.trial.4912P7Z2EBBOE	0.05039816161996391	0.10865815757492807	0.1350394068081802	0.020624693245760564	13.8770129505	100.0
udca.trial.4992ZTQL1L9KF	-0.10962399176901354	-0.1311939610348938	-0.2899191364742934	-0.09236315712913595	11.1714483605	80.0
udca.trial.49JUD0I19PQFO	-0.09831290682973384	0.11803909932802573	-0.007431527002033346	-0.028539870156580462	10.3874757025	69.0
udca.trial.4A1YDB6I8NK2W	-0.05466039489458501	0.266959425172653	0.13146330066883927	0.006466132151804914	9.9629215855	50.0
udca.trial.4AFU0KMU92E94	-0.17861976581350886	-0.02557988772187973	-0.21824132281925782	-0.10141631357460412	10.7644629765	73.0
udca.trial.4AKH3YH70SBSJ	-0.019256787389736033	0.23472589246254424	0.19653512247297167	0.08924062404417449	10.148098015499999	84.0
udca.trial.4B1CQY5QPBBZM	-0.28604490579035396	-0.30170898275594393	-0.349074773849121	-0.12325469992266878	7.7076664135	51.0
udca.trial.4B5ZUC03H19J1	-0.07952202641472483	-0.12525918497723088	0.027670068894467773	0.029687172667457868	9.607620654500002	57.0
udca.trial.4BS687DHTQSDL	-0.1605841926251938	-0.3480017164193341	-0.42441986513843805	-0.1051228755947703	10.7375059265	69.0
udca.trial.4BUODN55BBOB6	-0.18726957694972776	-0.1758288791038402	-0.301415798113275	-0.10835683268765188	10.4353939225	73.0
udca.trial.4CEI4ZAMFTESK	-0.05599417257112703	-0.2234750840088588	-0.09706543477961446	-0.03650347816014195	11.681186759500001	96.0
udca.trial.4CO5VRIAT3G71	-0.09618242249656006	0.05302156398204093	0.006746108810217814	0.051782932958189955	9.9074486355	51.0
udca.trial.4CYPUNYQJPDRB	-0.007333118322663525	0.22830018410456798	0.252779329602124	0.02760242983009192	9.1217614085	54.0
udca.trial.4D6Q59Q96ZBNC	-0.10710063332862607	-0.18240181785005605	-0.1506744495170533	-0.06668264969528082	11.2527440245	88.0
udca.trial.4DM32ZESL2MBC	-0.11947337671148481	-0.2675234394776651	-0.3900428598098798	-0.09762356886129027	11.3157086505	76.0
udca.trial.4DOU5KEQ5X5AK	0.055239771367181535	-0.12547763519947702	-0.10032229532371865	0.00824767092239049	10.677184755499999	66.0
udca.trial.4DPHT2982DQEM	-0.1234056544445184	0.10345422799974213	0.038957420487258934	-0.027124796207327412	9.4383969135	62.0
udca.trial.4DS8VN95N89DU	-0.1640439468792406	-0.18257746608105954	-0.1056461202495519	-0.06155161980855762	9.5921599205	55.0
udca.trial.4EDH60MIEGGC1	0.07833416048375197	-0.07475999000163498	-0.011191054810369734	-0.033431833262843796	11.8852710675	82.0
udca.trial.4EML30XSWKTOU	0.15224839219263656	-0.3629104138568188	-0.025708477171484244	0.07380430730530957	14.1591203635	115.0
udca.trial.4F3E2MRHJ5OKB	0.06134296797775172	0.36140858074206994	0.2989143688571046	0.023920587766765297	11.1633378105	62.0
udca.trial.4F9JVALULBBMT	-0.03044592170440508	-0.1297902657885027	-0.18448700704368168	-0.036540915773917396	14.2032353455	92.0
udca.trial.4FBNADRA9P9HZ	0.0008455491524330321	0.0015492138123937447	-0.12244454413874659	0.004583353358813146	10.9944048555	69.0
udca.trial.4FPKGI4VVV7EV	0.09112177000376478	-0.23582811082091726	-0.17545545201977888	0.02684621125333367	12.198197427499998	79.0
udca.trial.4GFOREKVI2YY4	0.028893368195523662	-0.04431383183652618	-0.03841080817175862	0.009134227162844245	13.456865280499999	90.0
udca.trial.4GIUKC70W4FZR	0.07059995718273014	-0.018707005748708053	0.0903666536767425	0.12515540509136852	11.8753032695	91.0
udca.trial.4H6TXAKB875X6	-0.11900572743840421	-0.0849596821034153	-0.1509566405531811	-0.07791412307252356	11.2218580205	83.0
udca.trial.4H9KZVK8T1OWE	-0.2056341458192946	-0.16372116339269877	-0.2199971697777526	-0.12827697062513796	10.3987689005	83.0
udca.trial.4HC4O695WDOKN	0.12543904227505273	0.15806242813675941	0.20895148420351992	0.04441318274337015	12.641088344499998	99.0
udca.trial.4HKDVX8YMX9IB	0.0011572960699664705	0.23834314397530396	0.19825269500884385	0.0979784409181406	11.3768727925	81.0
udca.trial.4HPN3Y0JPCOF4	-0.1815176221575208	-0.3562384529769445	-0.2863917182751794	-0.0589117194404626	8.1264443565	53.0
udca.trial.4I05JZJPU7I8Q	-0.17364974500901095	-0.2780963025166236	-0.3108556050484725	-0.10152315512783752	10.3409087155	78.0
udca.trial.4JCEPWFU7DOVV	0.039065277657880385	0.21272302350118047	0.10900149019994466	0.006277464081097691	13.1895821005	99.0
udca.trial.4JSFB3YVHXKNX	-0.059181612862539604	-0.06333413123545317	-0.12483718577782373	-0.01655041216064618	10.768280716500001	85.0
udca.trial.4KAZKM6TVTG48	-0.1909764384281116	-0.3070914815111082	-0.29457271451799444	-0.08592675124771819	11.5244398995	72.0
udca.trial.4LV1MUJGER1CF	-0.031696384504823476	0.11805878752417945	0.09391306027456033	0.021974373867020832	9.9713477055	78.0
udca.trial.4LV914UGW9KNE	0.2204980941829064	0.18104903963415236	0.21497894344152546	0.0779563283158302	14.9720208935	125.0
udca.trial.4LZW4IOTNZI6T	0.0715040942600153	-0.15795122256733304	-0.1518597295818809	-0.014390755257652273	11.181803107500002	66.0
udca.trial.4MDTAN2FA5G3P	-0.015755451257783236	0.09227721392838481	-0.032894530324640556	-0.054680021655631746	11.573413436500001	83.0
udca.trial.4N9SY7789I3X5	0.19334335341158357	0.006977839285865095	0.15611400549568383	0.06507761729252486	16.692291167500002	146.0
udca.trial.4NBXW59XJN5IZ	-0.11157885589812608	-0.22559051558160587	-0.3031569396461782	-0.08864894468403388	10.9189931695	72.0
udca.trial.4NEG1L1L181GK	0.12836749855381552	0.21791577183980482	0.2362957930428505	0.09276795046905205	14.140654114499998	113.0
udca.trial.4NFB3D73F75VL	-0.23518161610402383	0.16272004633118864	-0.2532576632376623	-0.10996048375050438	8.3431947425	49.0
udca.trial.4NHT8SYQWS1T6	0.182317262791052	0.1414761869414029	0.23396977376675226	0.06893369311644093	13.097121058499999	93.0
udca.trial.4NOF0DIDXBJ8E	0.04000766819634866	-0.17962944220108507	-0.11356196493016756	-0.05169503977537736	15.0666206275	120.0
udca.trial.4NV4AAF488ICO	-0.19076365923479185	-0.19667778081370976	-0.17676819800490448	-0.1107189027913617	9.8784930225	61.0
udca.trial.4NX7PDKJWMG7U	-0.18649148341925212	-0.16285570449162967	-0.18501164755728505	-0.10999572869339655	9.1575704395	61.0
udca.trial.4OBDSN6FM216D	-0.07755551480701127	-0.2642781415199291	-0.13477629698056595	-0.05030637549974835	10.2745444415	53.0
udca.trial.4OGN0NY0OHG36	0.16249002741867272	0.065809206854786	0.16438446012363242	0.07806501600329412	14.6895105845	112.0
udca.trial.4OONB9PJBRDZ7	-0.1316873464622435	-0.06327774645250779	-0.20742271832263462	-0.10235313352756875	11.4922916605	77.0
udca.trial.4OVZYDMK2KQR6	-0.130873778801512	-0.08999175108704563	-0.22519991290384864	-0.07906322287963212	10.1390704655	58.0
udca.trial.4P761X083W5OU	-0.15541627665812754	-0.3333534791373722	-0.36245149021743545	-0.10401201647252363	12.5653742165	100.0
udca.trial.4PCMO82TNU3WM	-0.0014860433391552627	0.022515170173681487	0.027426631488060998	-0.036958722494723525	12.1834345735	103.0
udca.trial.4PMRWRX1L93EH	-0.1704822092372667	-0.36282625817753844	-0.15735873830409824	-0.04140849413454701	8.2240753785	52.0
udca.trial.4PPA27OP2TZC2	0.22432915239536508	0.07892684393903307	0.1400617231257157	0.09520353840605891	16.0773582785	125.0
udca.trial.4Q6782AID439T	0.1389063310825182	0.005806566158336934	0.06253274526388825	-0.002073114166549644	14.811455338499998	112.0
udca.trial.4QLXD9NZYN89K	0.16770871228454715	0.05861479141853422	0.2048779246968318	0.08339763392742158	15.8037859515	142.0
udca.trial.4QQTDSQMTMSUM	-0.06065635530174258	0.35409459340388694	-0.03351130515764637	0.0660186440600556	9.872768365499999	60.0
udca.trial.4R1ZHC4AUY7SA	-0.23763799181528458	-0.13769142656097066	-0.1535252383698002	-0.1363252234977072	8.5677935115	46.0
udca.trial.4SBHKO0HN9VG7	0.22622906315729355	0.052664715104125084	0.10037502641313978	0.09507562816704894	15.728253570500002	129.0
udca.trial.4SG4O1UUEZSZM	-0.12159408295862029	0.24263440759727112	0.0022689570826801226	-0.08701668910940141	11.0596272185	72.0
udca.trial.4SJJE4P9WAX2W	0.13720345202887563	0.138423729413587	0.2768402917112553	0.10782718311158938	13.3648205275	89.0
udca.trial.4SM8XURXVECBG	0.2823174282539011	-0.017934769359495915	0.12901436000387367	0.12290835645397777	18.0965977185	161.0
udca.trial.4SO4YNMD29QVN	-0.19432957575290988	0.18538735772472612	-0.18012216120935903	-0.0666456451718108	8.764987072499999	41.0
udca.trial.4THC7NXCBXS0	0.15308577549423322	-0.2701497152034411	-0.2298231246325258	-0.034078163760312065	13.3721297105	84.0
udca.trial.4TSSKBD6LCXP6	0.06489395013327638	-0.20736537193709242	-0.11380920737418454	0.003442746946190097	11.8464341565	66.0
